Season,Team,Player,Position,Appearances,Minutes_Played,Goals,Assists
2020/21,Arsenal,Ethan Anderson,Forward,8,696,16,8
2020/21,Arsenal,Liam Johnson,Defender,21,1890,19,5
2020/21,Arsenal,Jack Thomas,Midfielder,24,1872,5,15
2020/21,Arsenal,Noah Hall,Midfielder,36,2304,13,9
2020/21,Arsenal,Aaron Martin,Defender,18,1584,21,7
2020/21,Arsenal,Oscar Hall,Defender,26,1820,10,5
2020/21,Arsenal,Ethan Brown,Midfielder,17,1224,20,3
2020/21,Arsenal,Harry Martin,Forward,10,910,14,0
2020/21,Arsenal,Aaron Allen,Midfielder,34,2550,20,4
2020/21,Arsenal,Leo Anderson,Defender,23,1656,4,15
2020/21,Arsenal,Ben Walker,Forward,12,792,12,11
2020/21,Arsenal,Harry Anderson,Midfielder,14,1218,7,5
2020/21,Arsenal,Leo Walker,Defender,6,570,2,11
2020/21,Arsenal,Tom Anderson,Defender,25,2250,21,11
2020/21,Aston Villa,Michael Garcia,Defender,16,992,3,11
2020/21,Aston Villa,Alex Garcia,Defender,27,1998,24,0
2020/21,Aston Villa,Leo Harris,Forward,32,2080,25,7
2020/21,Aston Villa,James Martin,Defender,24,1824,13,9
2020/21,Aston Villa,David King,Midfielder,29,2407,3,2
2020/21,Aston Villa,James White,Defender,11,990,15,11
2020/21,Aston Villa,Oscar Clark,Midfielder,16,1440,18,14
2020/21,Aston Villa,Ben Harris,Forward,5,425,13,3
2020/21,Aston Villa,Mason Scott,Defender,25,1500,24,12
2020/21,Aston Villa,Ryan Jackson,Forward,13,1027,15,10
2020/21,Aston Villa,Liam Walker,Defender,36,3348,17,9
2020/21,Aston Villa,Ryan Lewis,Forward,14,1274,0,15
2020/21,Aston Villa,Noah Thomas,Defender,9,576,25,10
2020/21,Aston Villa,Oscar White,Midfielder,14,1064,16,5
2020/21,Aston Villa,Oscar Clark,Forward,20,1620,20,6
2020/21,Aston Villa,Noah White,Defender,38,3572,13,9
2020/21,Aston Villa,Chris Young,Defender,19,1615,16,5
2020/21,Aston Villa,Oscar Allen,Forward,6,396,13,1
2020/21,Bournemouth,Leo Harris,Forward,17,1105,0,13
2020/21,Bournemouth,James Lewis,Forward,8,568,0,4
2020/21,Bournemouth,Daniel Taylor,Forward,24,1920,7,3
2020/21,Bournemouth,Leo Jackson,Forward,17,1428,17,2
2020/21,Bournemouth,John Taylor,Midfielder,23,1495,21,5
2020/21,Bournemouth,Mason Smith,Midfielder,28,2016,9,1
2020/21,Bournemouth,Tom Brown,Defender,18,1584,22,13
2020/21,Bournemouth,Noah Taylor,Defender,23,2001,14,2
2020/21,Bournemouth,Luke Johnson,Forward,35,2450,14,0
2020/21,Bournemouth,Oscar Hall,Forward,38,3458,3,3
2020/21,Bournemouth,Noah Harris,Defender,9,846,22,14
2020/21,Bournemouth,David Garcia,Midfielder,23,2001,7,12
2020/21,Bournemouth,David Lewis,Defender,37,3478,25,11
2020/21,Bournemouth,Noah Scott,Forward,10,890,12,4
2020/21,Bournemouth,Ben Thompson,Midfielder,21,1575,11,8
2020/21,Bournemouth,Ethan Garcia,Defender,16,1056,25,3
2020/21,Bournemouth,Chris Thompson,Midfielder,6,492,15,2
2020/21,Bournemouth,Ethan Martin,Forward,17,1360,1,4
2020/21,Brentford,Leo White,Midfielder,18,1332,24,10
2020/21,Brentford,Harry Smith,Defender,31,2790,20,10
2020/21,Brentford,Oscar Lewis,Defender,23,1863,7,9
2020/21,Brentford,Mason Scott,Defender,19,1634,25,3
2020/21,Brentford,Tom Johnson,Forward,23,1909,11,10
2020/21,Brentford,David Clark,Defender,5,335,18,10
2020/21,Brentford,Leo Taylor,Forward,32,2304,8,7
2020/21,Brentford,Liam Clark,Midfielder,18,1224,7,5
2020/21,Brentford,Chris Jackson,Defender,29,1885,19,2
2020/21,Brentford,Michael White,Defender,34,2856,19,14
2020/21,Brentford,Aaron Allen,Midfielder,29,1856,11,3
2020/21,Brentford,Chris Hall,Forward,23,2070,18,0
2020/21,Brentford,Chris Walker,Midfielder,5,370,9,10
2020/21,Brentford,Liam Young,Defender,26,2184,8,0
2020/21,Brentford,David Thomas,Midfielder,10,930,10,14
2020/21,Brentford,Alex Johnson,Forward,18,1206,3,10
2020/21,Brentford,Daniel Clark,Forward,27,1620,7,6
2020/21,Brentford,Michael Brown,Defender,6,438,7,13
2020/21,Brighton,Ethan Smith,Forward,32,2240,15,11
2020/21,Brighton,Chris Young,Defender,25,2125,18,5
2020/21,Brighton,Luke Hall,Forward,12,1056,0,5
2020/21,Brighton,Luke King,Defender,22,1320,6,4
2020/21,Brighton,Noah Jackson,Forward,33,2244,25,4
2020/21,Brighton,Alex Clark,Forward,16,1376,5,9
2020/21,Brighton,Liam Thomas,Midfielder,33,2376,9,4
2020/21,Brighton,Ryan Hall,Midfielder,21,1659,14,2
2020/21,Brighton,Ethan Young,Defender,13,1014,23,7
2020/21,Brighton,Harry Clark,Defender,19,1748,15,10
2020/21,Brighton,Ethan Thomas,Forward,26,1768,9,13
2020/21,Brighton,Oscar Jackson,Midfielder,14,1204,18,6
2020/21,Brighton,Michael Smith,Midfielder,8,480,9,9
2020/21,Brighton,Jack Martin,Forward,26,1924,5,10
2020/21,Brighton,Daniel Thompson,Forward,20,1280,2,11
2020/21,Brighton,Oscar Hall,Midfielder,24,2112,22,12
2020/21,Brighton,David Walker,Defender,26,2340,11,8
2020/21,Brighton,Leo Harris,Forward,26,1794,12,7
2020/21,Burnley,James Thompson,Defender,7,616,7,2
2020/21,Burnley,Jack Scott,Midfielder,26,1872,15,4
2020/21,Burnley,Alex Garcia,Defender,24,1992,16,7
2020/21,Burnley,John Thompson,Forward,29,1943,4,7
2020/21,Burnley,Jack Jackson,Forward,30,2400,22,5
2020/21,Burnley,David Smith,Forward,27,2484,19,0
2020/21,Burnley,Jack White,Forward,29,2030,1,12
2020/21,Burnley,Tom Young,Midfielder,8,664,12,14
2020/21,Burnley,Harry Scott,Defender,32,2208,15,2
2020/21,Burnley,Luke Thompson,Forward,14,840,4,8
2020/21,Burnley,Daniel Walker,Midfielder,31,2015,1,10
2020/21,Burnley,Alex Anderson,Forward,7,553,2,8
2020/21,Burnley,Aaron Jackson,Forward,16,1008,21,12
2020/21,Burnley,Leo Harris,Defender,5,360,22,13
2020/21,Burnley,Harry Harris,Forward,5,375,20,4
2020/21,Burnley,Leo Lewis,Forward,13,1183,9,12
2020/21,Burnley,Luke Thompson,Midfielder,16,1328,21,13
2020/21,Burnley,Harry Hall,Forward,38,3230,20,7
2020/21,Chelsea,Tom Thomas,Forward,13,949,4,10
2020/21,Chelsea,Alex Young,Forward,7,511,0,14
2020/21,Chelsea,Oscar Brown,Forward,18,1404,4,6
2020/21,Chelsea,Ethan Taylor,Defender,28,2660,11,4
2020/21,Chelsea,Oscar White,Defender,6,492,0,13
2020/21,Chelsea,Michael Allen,Midfielder,13,962,2,15
2020/21,Chelsea,Alex Anderson,Midfielder,10,850,25,6
2020/21,Chelsea,Mason Young,Midfielder,29,1856,21,12
2020/21,Chelsea,Ethan Taylor,Defender,22,1980,11,4
2020/21,Chelsea,Alex Johnson,Midfielder,25,1775,25,4
2020/21,Chelsea,Daniel Smith,Defender,13,1118,12,4
2020/21,Chelsea,Ryan Jackson,Defender,25,1725,10,12
2020/21,Chelsea,Aaron Taylor,Midfielder,36,2484,9,11
2020/21,Chelsea,Harry Hall,Forward,33,2970,21,3
2020/21,Chelsea,Luke Scott,Midfielder,38,2964,5,1
2020/21,Chelsea,Oscar Brown,Forward,23,1449,4,5
2020/21,Chelsea,Michael Johnson,Midfielder,35,2835,23,1
2020/21,Chelsea,Mason Walker,Defender,21,1512,4,9
2020/21,Crystal Palace,Luke Hall,Forward,21,1974,12,15
2020/21,Crystal Palace,Liam Taylor,Midfielder,19,1596,16,9
2020/21,Crystal Palace,John Allen,Midfielder,29,1885,24,13
2020/21,Crystal Palace,Daniel Allen,Defender,23,1748,21,5
2020/21,Crystal Palace,Alex Martin,Midfielder,29,2233,25,5
2020/21,Crystal Palace,James Smith,Midfielder,29,2291,23,12
2020/21,Crystal Palace,Daniel White,Midfielder,10,770,14,8
2020/21,Crystal Palace,Oscar Thomas,Midfielder,32,3040,17,12
2020/21,Crystal Palace,John Smith,Forward,14,854,16,5
2020/21,Crystal Palace,Chris Anderson,Forward,5,415,12,14
2020/21,Crystal Palace,Ethan Walker,Defender,13,962,5,13
2020/21,Crystal Palace,Luke King,Midfielder,34,3128,9,4
2020/21,Crystal Palace,David Thompson,Forward,21,1281,10,0
2020/21,Crystal Palace,Leo Jackson,Midfielder,38,2774,18,9
2020/21,Crystal Palace,Leo Brown,Midfielder,17,1275,5,7
2020/21,Crystal Palace,Alex Clark,Midfielder,36,2988,24,10
2020/21,Crystal Palace,Luke Walker,Forward,9,729,12,13
2020/21,Crystal Palace,Ben Johnson,Defender,38,3306,23,6
2020/21,Everton,Ben Hall,Midfielder,35,2730,8,5
2020/21,Everton,Harry Allen,Defender,11,957,6,12
2020/21,Everton,Daniel Thompson,Defender,17,1615,17,4
2020/21,Everton,David Walker,Defender,32,2912,20,13
2020/21,Everton,Leo Johnson,Forward,14,1204,15,13
2020/21,Everton,Ben Brown,Forward,12,1056,22,13
2020/21,Everton,Chris Smith,Defender,24,2280,12,12
2020/21,Everton,Noah Clark,Forward,25,1775,17,11
2020/21,Everton,Liam Walker,Defender,26,1846,3,15
2020/21,Everton,Tom Thomas,Forward,20,1840,14,12
2020/21,Everton,Aaron Young,Defender,35,2310,22,1
2020/21,Everton,James Jackson,Midfielder,12,792,23,0
2020/21,Everton,Ben Thomas,Midfielder,11,803,23,5
2020/21,Everton,Harry Scott,Forward,35,2625,20,2
2020/21,Everton,Ben Lewis,Forward,22,1826,13,1
2020/21,Everton,Noah Johnson,Forward,12,780,13,1
2020/21,Everton,Ethan Martin,Midfielder,31,2015,10,7
2020/21,Everton,Jack Harris,Defender,28,2072,17,9
2020/21,Fulham,Liam Harris,Midfielder,19,1634,5,15
2020/21,Fulham,Harry Anderson,Defender,9,648,2,10
2020/21,Fulham,David Anderson,Defender,30,2790,2,7
2020/21,Fulham,Mason Young,Midfielder,17,1309,13,13
2020/21,Fulham,Ryan Thompson,Midfielder,5,385,15,9
2020/21,Fulham,James Thompson,Forward,24,1440,21,5
2020/21,Fulham,Harry Harris,Defender,13,819,21,2
2020/21,Fulham,John Johnson,Midfielder,19,1710,8,10
2020/21,Fulham,Ethan Johnson,Midfielder,24,1728,5,12
2020/21,Fulham,Michael Thompson,Defender,28,2660,16,0
2020/21,Fulham,James Taylor,Midfielder,26,2106,3,10
2020/21,Fulham,Tom Taylor,Midfielder,17,1105,13,5
2020/21,Fulham,Chris Lewis,Defender,10,820,6,11
2020/21,Fulham,Ethan Thompson,Forward,21,1533,3,9
2020/21,Fulham,Harry Jackson,Midfielder,18,1224,19,0
2020/21,Fulham,Alex Walker,Midfielder,15,915,12,13
2020/21,Fulham,Liam Smith,Midfielder,7,644,2,14
2020/21,Fulham,Daniel Martin,Defender,13,806,8,3
2020/21,Leicester,Ethan Anderson,Forward,11,726,20,13
2020/21,Leicester,Aaron Walker,Midfielder,29,2494,11,10
2020/21,Leicester,James King,Defender,30,2430,4,9
2020/21,Leicester,Daniel Martin,Forward,19,1273,22,15
2020/21,Leicester,Daniel Jackson,Forward,29,2610,5,3
2020/21,Leicester,Ethan White,Defender,34,2176,17,15
2020/21,Leicester,Jack Lewis,Forward,33,2211,5,0
2020/21,Leicester,Mason Hall,Forward,28,1736,6,7
2020/21,Leicester,James Clark,Midfielder,33,2277,16,9
2020/21,Leicester,Chris Anderson,Forward,22,1386,7,9
2020/21,Leicester,Luke Harris,Defender,15,1305,17,0
2020/21,Leicester,Ryan Taylor,Midfielder,30,2070,23,7
2020/21,Leicester,Alex Clark,Midfielder,20,1300,9,9
2020/21,Leicester,Chris Hall,Defender,10,680,4,12
2020/21,Leicester,Oscar Jackson,Defender,17,1139,7,14
2020/21,Leicester,Luke Lewis,Defender,28,2296,18,5
2020/21,Leicester,Leo Scott,Forward,10,890,15,3
2020/21,Leicester,David Johnson,Defender,35,2345,20,12
2020/21,Liverpool,Daniel Taylor,Defender,24,1632,10,13
2020/21,Liverpool,Chris White,Defender,21,1596,22,2
2020/21,Liverpool,Ethan Walker,Midfielder,25,1650,10,11
2020/21,Liverpool,Ben Anderson,Defender,35,2660,24,1
2020/21,Liverpool,Daniel Hall,Forward,6,360,12,12
2020/21,Liverpool,Michael Harris,Defender,17,1479,22,15
2020/21,Liverpool,Liam Anderson,Forward,6,516,14,9
2020/21,Liverpool,Leo Jackson,Midfielder,17,1360,12,7
2020/21,Liverpool,Chris Clark,Forward,23,2001,8,6
2020/21,Liverpool,Chris Garcia,Defender,27,1728,12,2
2020/21,Liverpool,Tom King,Forward,20,1820,0,3
2020/21,Liverpool,Jack White,Defender,23,2116,24,12
2020/21,Liverpool,James Clark,Defender,22,1980,24,4
2020/21,Liverpool,Jack Young,Forward,35,2835,12,2
2020/21,Liverpool,Chris Clark,Midfielder,12,816,21,0
2020/21,Liverpool,Jack Harris,Midfielder,26,1560,23,10
2020/21,Liverpool,Alex Johnson,Midfielder,13,1118,7,15
2020/21,Liverpool,Michael Anderson,Midfielder,27,2565,10,13
2020/21,Man City,Tom Clark,Defender,25,2050,15,8
2020/21,Man City,Aaron Thomas,Forward,31,2449,22,2
2020/21,Man City,Tom Walker,Defender,9,549,23,13
2020/21,Man City,Noah Jackson,Defender,38,2318,15,3
2020/21,Man City,Harry Jackson,Defender,17,1037,7,6
2020/21,Man City,Liam Clark,Forward,31,2449,1,14
2020/21,Man City,James Hall,Defender,6,462,15,15
2020/21,Man City,Jack Taylor,Midfielder,22,2002,7,4
2020/21,Man City,Mason Clark,Midfielder,10,920,1,0
2020/21,Man City,Ethan Hall,Midfielder,35,2695,10,11
2020/21,Man City,John Hall,Defender,28,1764,9,1
2020/21,Man City,Alex Taylor,Defender,17,1258,12,7
2020/21,Man City,Jack Jackson,Forward,14,1274,22,6
2020/21,Man City,Michael Lewis,Forward,20,1680,20,12
2020/21,Man City,Ryan Thompson,Forward,20,1220,18,11
2020/21,Man City,Mason Harris,Forward,38,2698,19,3
2020/21,Man City,Alex Thomas,Forward,37,3071,15,0
2020/21,Man City,Aaron Taylor,Forward,10,780,8,8
2020/21,Man United,Alex Clark,Forward,8,752,10,13
2020/21,Man United,Alex Smith,Forward,38,2774,10,8
2020/21,Man United,Luke White,Midfielder,33,2277,12,10
2020/21,Man United,Chris Thompson,Defender,21,1932,10,7
2020/21,Man United,Aaron Thompson,Midfielder,8,608,20,8
2020/21,Man United,Mason Anderson,Defender,5,400,14,1
2020/21,Man United,Alex King,Midfielder,30,2340,20,5
2020/21,Man United,Ryan Walker,Defender,12,900,7,2
2020/21,Man United,Jack King,Midfielder,16,1088,5,11
2020/21,Man United,Aaron Thompson,Midfielder,9,666,21,5
2020/21,Man United,John Walker,Midfielder,36,2700,13,8
2020/21,Man United,Alex Harris,Defender,5,395,16,4
2020/21,Man United,Liam Taylor,Defender,36,2844,20,3
2020/21,Man United,Chris Thompson,Defender,37,2812,20,13
2020/21,Man United,Jack Allen,Forward,22,1694,19,10
2020/21,Man United,Ethan Thomas,Forward,21,1974,4,14
2020/21,Man United,Chris King,Defender,8,568,12,15
2020/21,Man United,Luke Taylor,Forward,9,738,17,2
2020/21,Newcastle,Ethan Walker,Defender,15,960,8,4
2020/21,Newcastle,Ryan Lewis,Defender,18,1458,20,9
2020/21,Newcastle,Chris Smith,Forward,19,1539,21,11
2020/21,Newcastle,David Thompson,Defender,36,2880,0,12
2020/21,Newcastle,Daniel White,Forward,35,2555,11,11
2020/21,Newcastle,Oscar Harris,Midfielder,16,1488,3,14
2020/21,Newcastle,Ethan Walker,Forward,37,2849,24,1
2020/21,Newcastle,James Allen,Midfielder,24,1680,0,4
2020/21,Newcastle,Ethan Smith,Midfielder,20,1820,18,2
2020/21,Newcastle,Mason Taylor,Forward,24,2232,15,5
2020/21,Newcastle,Luke Hall,Midfielder,26,2444,14,7
2020/21,Newcastle,Ryan Thomas,Defender,19,1197,2,5
2020/21,Newcastle,Harry Harris,Defender,31,2387,2,14
2020/21,Newcastle,Ben Jackson,Forward,14,1120,5,11
2020/21,Newcastle,Daniel Clark,Defender,20,1680,8,12
2020/21,Newcastle,Daniel Lewis,Forward,15,1230,14,13
2020/21,Newcastle,Liam Garcia,Defender,26,2262,18,15
2020/21,Newcastle,Michael Martin,Midfielder,8,752,12,5
2020/21,Norwich,Leo White,Forward,27,2403,20,2
2020/21,Norwich,David Clark,Midfielder,15,900,12,5
2020/21,Norwich,Luke Anderson,Defender,25,1600,9,3
2020/21,Norwich,Aaron Clark,Defender,31,2015,3,4
2020/21,Norwich,David Thompson,Defender,11,770,4,14
2020/21,Norwich,Luke Harris,Forward,19,1729,12,5
2020/21,Norwich,Daniel Smith,Defender,24,2184,18,0
2020/21,Norwich,Ethan Jackson,Midfielder,11,704,9,8
2020/21,Norwich,Alex Harris,Defender,34,3026,4,3
2020/21,Norwich,Noah Harris,Forward,7,644,11,14
2020/21,Norwich,Luke Walker,Midfielder,26,1742,4,6
2020/21,Norwich,Tom Allen,Forward,22,1716,5,5
2020/21,Norwich,Oscar Thompson,Defender,34,2856,21,9
2020/21,Norwich,Jack Thomas,Midfielder,15,1185,5,4
2020/21,Norwich,Leo Clark,Midfielder,22,1386,11,11
2020/21,Norwich,Liam Lewis,Midfielder,11,1023,20,5
2020/21,Norwich,Leo Young,Forward,21,1743,3,9
2020/21,Norwich,Ben White,Forward,36,3384,13,4
2020/21,Southampton,Mason Allen,Midfielder,33,2277,17,12
2020/21,Southampton,David Harris,Forward,35,3255,1,3
2020/21,Southampton,James Garcia,Forward,36,2304,5,1
2020/21,Southampton,Luke Clark,Midfielder,23,1909,1,12
2020/21,Southampton,Noah Harris,Forward,20,1600,21,11
2020/21,Southampton,Ben Garcia,Defender,24,1536,15,5
2020/21,Southampton,Harry Brown,Midfielder,13,1196,5,15
2020/21,Southampton,Jack Clark,Forward,36,3168,8,4
2020/21,Southampton,Ben King,Forward,15,1200,9,3
2020/21,Southampton,Ethan Johnson,Forward,28,1904,0,12
2020/21,Southampton,Mason Thompson,Defender,13,1079,7,7
2020/21,Southampton,Chris Thomas,Defender,34,2142,12,7
2020/21,Southampton,Ryan Anderson,Defender,21,1785,2,10
2020/21,Southampton,Mason Garcia,Midfielder,14,910,8,14
2020/21,Southampton,Oscar Brown,Defender,33,2310,22,11
2020/21,Southampton,Luke Scott,Forward,31,2635,5,0
2020/21,Southampton,Oscar Clark,Forward,13,1001,15,9
2020/21,Southampton,Ben King,Midfielder,31,2573,5,1
2020/21,Tottenham,Mason Brown,Forward,9,594,5,6
2020/21,Tottenham,Daniel King,Defender,15,1410,4,3
2020/21,Tottenham,Oscar Smith,Defender,9,711,7,8
2020/21,Tottenham,Harry Allen,Defender,22,1694,22,0
2020/21,Tottenham,Alex Clark,Forward,14,1106,25,1
2020/21,Tottenham,Luke Harris,Defender,31,2728,11,11
2020/21,Tottenham,Alex Brown,Defender,34,3230,4,13
2020/21,Tottenham,Tom Brown,Midfielder,10,870,4,5
2020/21,Tottenham,Mason Walker,Midfielder,19,1425,2,12
2020/21,Tottenham,Harry Clark,Defender,16,1200,16,11
2020/21,Tottenham,Oscar Scott,Forward,7,420,22,7
2020/21,Tottenham,Ryan Harris,Defender,20,1420,20,7
2020/21,Tottenham,Michael Brown,Defender,13,793,20,6
2020/21,Tottenham,Tom Johnson,Forward,9,792,10,1
2020/21,Tottenham,Tom White,Defender,22,2090,17,0
2020/21,Tottenham,Aaron Scott,Forward,23,1725,22,12
2020/21,Tottenham,Alex Johnson,Defender,16,976,15,0
2020/21,Tottenham,Daniel Clark,Defender,32,2848,23,5
2020/21,West Ham,Chris King,Forward,35,2590,5,13
2020/21,West Ham,Aaron Thompson,Forward,12,792,0,14
2020/21,West Ham,Ethan Jackson,Defender,6,558,9,11
2020/21,West Ham,Alex Jackson,Forward,35,3220,10,13
2020/21,West Ham,James Anderson,Midfielder,38,2964,7,4
2020/21,West Ham,Leo Allen,Midfielder,25,1725,10,12
2020/21,West Ham,Liam Thompson,Defender,23,2162,2,10
2020/21,West Ham,Chris White,Midfielder,12,780,1,1
2020/21,West Ham,Michael Harris,Forward,11,1045,1,6
2020/21,West Ham,Ryan Johnson,Forward,16,1360,14,12
2020/21,West Ham,Alex Walker,Forward,17,1343,0,2
2020/21,West Ham,Aaron Clark,Defender,20,1480,5,0
2020/21,West Ham,Jack Thomas,Defender,37,3441,5,14
2020/21,West Ham,Ethan Lewis,Forward,19,1273,22,15
2020/21,West Ham,Ben Hall,Forward,23,2070,16,15
2020/21,West Ham,Noah Thomas,Defender,8,584,12,8
2020/21,West Ham,Liam Allen,Midfielder,36,3204,24,4
2020/21,West Ham,Ben Clark,Forward,30,2850,24,0
2020/21,Wolves,David Walker,Defender,8,592,16,10
2020/21,Wolves,Harry Taylor,Defender,26,1742,22,4
2020/21,Wolves,Ryan Clark,Midfielder,30,2400,10,13
2020/21,Wolves,James Smith,Midfielder,29,2697,6,5
2020/21,Wolves,Liam Hall,Defender,13,988,7,15
2020/21,Wolves,James Garcia,Forward,12,1068,18,11
2020/21,Wolves,John Jackson,Defender,12,1128,13,4
2020/21,Wolves,Luke Garcia,Forward,38,3534,17,7
2020/21,Wolves,Luke White,Forward,14,1008,14,5
2020/21,Wolves,Mason Walker,Forward,16,1392,13,15
2020/21,Wolves,Michael Anderson,Defender,34,2380,15,0
2020/21,Wolves,Daniel Thompson,Midfielder,19,1482,24,3
2020/21,Wolves,Tom Smith,Forward,33,2838,15,15
2020/21,Wolves,James Young,Defender,12,780,14,15
2020/21,Wolves,Ethan Johnson,Forward,17,1513,25,3
2020/21,Wolves,Daniel Lewis,Midfielder,7,490,22,3
2020/21,Wolves,Mason Walker,Midfielder,34,2210,17,3
2020/21,Wolves,Michael Taylor,Defender,37,3478,13,13
2021/22,Arsenal,John Anderson,Defender,17,1156,0,0
2021/22,Arsenal,Luke Martin,Defender,32,3008,8,7
2021/22,Arsenal,Leo Thomas,Forward,35,2905,16,8
2021/22,Arsenal,Ryan Smith,Forward,18,1494,14,11
2021/22,Arsenal,Ryan Brown,Midfielder,14,868,12,11
2021/22,Arsenal,James Martin,Midfielder,27,1863,10,0
2021/22,Arsenal,Oscar Harris,Midfielder,15,1380,3,7
2021/22,Arsenal,Chris Brown,Forward,17,1496,19,12
2021/22,Arsenal,Ethan Garcia,Forward,24,1608,5,11
2021/22,Arsenal,John Allen,Forward,10,690,1,10
2021/22,Arsenal,Ben Brown,Midfielder,16,1104,8,2
2021/22,Arsenal,Liam Scott,Forward,10,670,24,11
2021/22,Arsenal,David Anderson,Forward,11,935,2,5
2021/22,Arsenal,Noah Scott,Defender,17,1088,16,8
2021/22,Arsenal,Alex Brown,Midfielder,18,1548,11,4
2021/22,Arsenal,Harry Brown,Midfielder,10,830,17,9
2021/22,Arsenal,Ethan Young,Defender,17,1496,16,2
2021/22,Arsenal,Chris Taylor,Defender,32,2304,1,10
2021/22,Aston Villa,Oscar Allen,Midfielder,34,2176,17,14
2021/22,Aston Villa,Aaron Harris,Defender,14,1246,11,2
2021/22,Aston Villa,Michael Martin,Midfielder,20,1280,15,2
2021/22,Aston Villa,David Martin,Defender,9,576,12,15
2021/22,Aston Villa,Aaron Brown,Midfielder,11,671,11,1
2021/22,Aston Villa,Ethan Thompson,Midfielder,20,1780,7,9
2021/22,Aston Villa,Liam Jackson,Forward,24,2064,5,3
2021/22,Aston Villa,Alex Jackson,Midfielder,19,1577,19,6
2021/22,Aston Villa,Aaron Garcia,Defender,15,1185,1,12
2021/22,Aston Villa,Ryan Harris,Defender,38,2318,5,13
2021/22,Aston Villa,Noah King,Forward,34,3094,5,12
2021/22,Aston Villa,Aaron Jackson,Midfielder,28,2184,20,9
2021/22,Aston Villa,Jack Anderson,Forward,10,610,18,8
2021/22,Aston Villa,Mason King,Forward,5,460,5,8
2021/22,Aston Villa,Tom Martin,Forward,29,2494,5,2
2021/22,Aston Villa,Ben Smith,Midfielder,22,1628,20,9
2021/22,Aston Villa,Aaron Thomas,Forward,12,1032,16,15
2021/22,Aston Villa,Ryan Taylor,Midfielder,19,1767,3,0
2021/22,Bournemouth,Chris Brown,Midfielder,10,600,12,3
2021/22,Bournemouth,Ben Allen,Midfielder,22,2024,6,4
2021/22,Bournemouth,Ben Taylor,Midfielder,7,427,12,7
2021/22,Bournemouth,Jack White,Midfielder,35,2520,8,8
2021/22,Bournemouth,Ryan Allen,Defender,30,1890,17,0
2021/22,Bournemouth,Liam Brown,Midfielder,26,2002,12,0
2021/22,Bournemouth,Chris King,Defender,20,1780,9,8
2021/22,Bournemouth,Noah Jackson,Defender,22,1474,15,9
2021/22,Bournemouth,Liam Allen,Forward,23,1656,20,5
2021/22,Bournemouth,Ben Thompson,Forward,10,610,25,4
2021/22,Bournemouth,Aaron Young,Forward,37,2479,4,12
2021/22,Bournemouth,Ben Harris,Defender,30,1920,19,7
2021/22,Bournemouth,Jack Clark,Forward,28,2436,12,10
2021/22,Bournemouth,Noah Jackson,Defender,30,2760,13,15
2021/22,Bournemouth,David Hall,Forward,24,2112,24,3
2021/22,Bournemouth,John Allen,Midfielder,38,2774,9,12
2021/22,Bournemouth,Alex Jackson,Defender,31,2356,15,9
2021/22,Bournemouth,Jack Anderson,Forward,15,1110,16,15
2021/22,Brentford,Ryan Clark,Forward,36,2484,5,6
2021/22,Brentford,Daniel Taylor,Midfielder,17,1615,21,13
2021/22,Brentford,Michael Jackson,Midfielder,27,2484,11,7
2021/22,Brentford,David Young,Defender,5,340,20,11
2021/22,Brentford,David Brown,Forward,28,1932,14,0
